,lm,ccg,model
61,0.008503838442265987,0.13948853313922882,0
62,0.007140610367059708,0.15506941080093384,0
63,0.01785612478852272,0.10751126706600189,0
64,0.008833391591906548,0.05832550674676895,0
65,0.013870230875909328,0.14183558523654938,0
66,0.00978479441255331,0.13697049021720886,0
67,0.009927555918693542,0.07759483903646469,0
68,0.02745785191655159,0.10107383131980896,0
69,0.009311145171523094,0.07836233824491501,0
70,0.013322168961167336,0.06687525659799576,0
71,0.011294584721326828,0.13963252305984497,0
72,0.00900124292820692,0.11532101780176163,0
73,0.010324167087674141,0.08899910748004913,0
74,0.010079393163323402,0.09740351140499115,0
75,0.010035943239927292,0.1405889391899109,0
76,0.007778440602123737,0.0858839824795723,0
77,0.015194172970950603,0.13728539645671844,0
78,0.011625567451119423,0.11619588732719421,0
79,0.012016144581139088,0.12815989553928375,0
80,0.007308582309633493,0.07696773111820221,0
81,0.012555588036775589,0.05420279875397682,0
82,0.03239904344081879,0.09180125594139099,0
83,0.006188176106661558,0.09035351872444153,0
84,0.014335998333990574,0.10055873543024063,0
85,0.0197480209171772,0.11241528391838074,0
86,0.012560765258967876,0.08864356577396393,0
87,0.012765519320964813,0.05129367113113403,0
88,0.009272515773773193,0.12687517702579498,0
89,0.00684761768206954,0.09477241337299347,0
90,0.009684637188911438,0.10742103308439255,0
91,0.012294994667172432,0.13698364794254303,0
92,0.010001424700021744,0.11782536655664444,0
93,0.011128761805593967,0.0905427560210228,0
94,0.009187474846839905,0.12488195300102234,0
95,0.006687777116894722,0.2610090970993042,0
96,0.016228392720222473,0.10362809896469116,0
97,0.018376631662249565,0.10758421570062637,0
98,0.007670380175113678,0.1093977689743042,0
99,0.00719396723434329,0.11421971768140793,0
100,0.011631634086370468,0.06744201481342316,0
101,0.007986458018422127,0.1311919093132019,0
102,0.03450687602162361,0.07480864226818085,0
103,0.010151959024369717,0.12685324251651764,0
104,0.00931356567889452,0.09255751967430115,0
105,0.011586756445467472,0.10579372197389603,0
106,0.00806825328618288,0.12448498606681824,0
107,0.02450602687895298,0.12200580537319183,0
108,0.009524894878268242,0.11905317008495331,0
109,0.01144343987107277,0.10310165584087372,0
110,0.0073350598104298115,0.11616680026054382,0
111,0.00957493856549263,0.13342681527137756,0
112,0.013898473232984543,0.18057133257389069,0
113,0.011186654679477215,0.11478307843208313,0
114,0.018038077279925346,0.0794261023402214,0
115,0.007548865862190723,0.11830747872591019,0
116,0.009999074973165989,0.13779398798942566,0
117,0.009104511700570583,0.12288306653499603,0
118,0.0076548377983272076,0.11125680804252625,0
119,0.01897631399333477,0.10586215555667877,0
120,0.008461442776024342,0.10376012325286865,0
121,0.011142747476696968,0.07499019056558609,0
122,0.011421247385442257,0.07086209207773209,0
123,0.03161981329321861,0.11635370552539825,0
124,0.010836170054972172,0.10732520371675491,0
125,0.01026669330894947,0.09290210902690887,0
126,0.013587423600256443,0.11801029741764069,0
127,0.01642298325896263,0.08369924128055573,0
128,0.007189664989709854,0.13465666770935059,0
129,0.01239517517387867,0.06506028026342392,0
130,0.008519784547388554,0.09258749336004257,0
131,0.009880329482257366,0.15394936501979828,0
132,0.009087077341973782,0.10025059431791306,0
133,0.011328998021781445,0.05553058162331581,0
134,0.00896543450653553,0.08807236701250076,0
135,0.010584880597889423,0.04985598474740982,0
136,0.007633021101355553,0.13665466010570526,0
137,0.012037673965096474,0.05262980982661247,0
138,0.018315352499485016,0.045288559049367905,0
139,0.010069863870739937,0.08703982830047607,0
140,0.034684211015701294,0.06574328243732452,0
141,0.03497961536049843,0.08605387061834335,0
142,0.007224977482110262,0.07798171043395996,0
143,0.014023606665432453,0.08321327716112137,0
144,0.011116722598671913,0.0718805268406868,0
145,0.027305787429213524,0.08948415517807007,0
146,0.013580950908362865,0.16748303174972534,0
147,0.012521552853286266,0.12500889599323273,0
148,0.011935528367757797,0.13515469431877136,0
149,0.01598779484629631,0.1266993284225464,0
150,0.01774640940129757,0.0665241926908493,0
151,0.0073904856108129025,0.11513511836528778,0
152,0.00750718405470252,0.08124221116304398,0
153,0.008712097071111202,0.13212217390537262,0
154,0.008303975686430931,0.1661277562379837,0
155,0.009302877821028233,0.1449069231748581,0
156,0.009174732491374016,0.07550079375505447,0
157,0.01843969337642193,0.11050742864608765,0
158,0.008840719237923622,0.0500788576900959,0
159,0.01030975952744484,0.09023572504520416,0
160,0.010464324615895748,0.1207563653588295,0
161,0.010126170702278614,0.1539064645767212,0
162,0.007869003340601921,0.14133167266845703,0
163,0.011075159534811974,0.13338378071784973,0
164,0.007504681590944529,0.12555551528930664,0
165,0.0060129184275865555,0.09974731504917145,0
166,0.011770375072956085,0.123112253844738,0
167,0.011051930487155914,0.12992149591445923,0
168,0.009475410915911198,0.07408689707517624,0
169,0.007441215682774782,0.12151965498924255,0
170,0.009819189086556435,0.10446057468652725,0
171,0.006005559116601944,0.07685671746730804,0
172,0.00955696776509285,0.06875639408826828,0
173,0.008481955155730247,0.1474217027425766,0
174,0.011116579174995422,0.18444615602493286,0
175,0.008957862854003906,0.11314631253480911,0
176,0.0072210077196359634,0.06793371587991714,0
177,0.008647545240819454,0.137860506772995,0
178,0.011817497201263905,0.09743501245975494,0
179,0.008692165836691856,0.10432348400354385,0
180,0.012099426239728928,0.15396521985530853,0
181,0.007872129790484905,0.12755835056304932,0
182,0.008508948609232903,0.10452795773744583,0
183,0.010466507636010647,0.1827584058046341,0
184,0.020529460161924362,0.11719909310340881,0
185,0.00987200252711773,0.152129128575325,0
186,0.01083188597112894,0.10129363089799881,0
187,0.007523719687014818,0.12781032919883728,0
188,0.011425072327256203,0.06211020424962044,0
189,0.009074767120182514,0.11133050918579102,0
190,0.009871721267700195,0.06877439469099045,0
191,0.007848888635635376,0.17954638600349426,0
192,0.010835174471139908,0.11544039100408554,0
193,0.007607164327055216,0.08721107989549637,0
194,0.017069164663553238,0.13686348497867584,0
195,0.019417088478803635,0.10430333763360977,0
196,0.009560183621942997,0.19840958714485168,0
197,0.011392486281692982,0.09761641919612885,0
198,0.008931176736950874,0.1067175641655922,0
199,0.011192403733730316,0.17260809242725372,0
200,0.02215656265616417,0.11574094742536545,0
201,0.011778821237385273,0.04116031900048256,0
202,0.009009872563183308,0.11391737312078476,0
203,0.010213205590844154,0.11979921162128448,0
204,0.011781316250562668,0.1429484486579895,0
205,0.013841045089066029,0.1509661078453064,0
206,0.011469739489257336,0.04807964339852333,0
207,0.006934422068297863,0.10383044928312302,0
208,0.017285889014601707,0.14208751916885376,0
209,0.005739339627325535,0.12072397768497467,0
210,0.014128229580819607,0.09504085779190063,0
211,0.008237507194280624,0.18801887333393097,0
212,0.0285443477332592,0.060950398445129395,0
213,0.009605586528778076,0.1784900277853012,0
214,0.008889766409993172,0.08362225443124771,0
215,0.014346043579280376,0.13141514360904694,0
216,0.0073799025267362595,0.09300895035266876,0
217,0.009313918650150299,0.15394055843353271,0
218,0.009793566539883614,0.14782185852527618,0
219,0.009738248772919178,0.1561032235622406,0
220,0.014703250490128994,0.08176317065954208,0
221,0.012315803207457066,0.08596646040678024,0
222,0.008671731688082218,0.1621933877468109,0
223,0.016015833243727684,0.08061426877975464,0
224,0.009886408224701881,0.13745008409023285,0
225,0.014401264488697052,0.15142403542995453,0
226,0.015198676846921444,0.07778173685073853,0
227,0.007987496443092823,0.08482617884874344,0
228,0.005720912013202906,0.09749388694763184,0
229,0.011736751534044743,0.0795811116695404,0
230,0.028363117948174477,0.07664179056882858,0
231,0.015939345583319664,0.08044479787349701,0
232,0.010082135908305645,0.09542427957057953,0
233,0.027311906218528748,0.09214365482330322,0
234,0.009103232994675636,0.1342940330505371,0
235,0.01129262987524271,0.11645211279392242,0
236,0.006846890784800053,0.1268458366394043,0
237,0.010354889556765556,0.17921070754528046,0
238,0.03361999988555908,0.08939409255981445,0
239,0.014079405926167965,0.05684651806950569,0
240,0.010105212219059467,0.08605687320232391,0
241,0.008076321333646774,0.09235386550426483,0
242,0.009305988438427448,0.10347328335046768,0
243,0.01828082650899887,0.044140446931123734,0
244,0.011648808605968952,0.0695730671286583,0
245,0.014410833828151226,0.07126141339540482,0
246,0.011247105896472931,0.09017541259527206,0
247,0.036736465990543365,0.08254227787256241,0
248,0.009462851099669933,0.12348011136054993,0
249,0.01012561284005642,0.05704019218683243,0
250,0.008800039067864418,0.11266090720891953,0
251,0.01679297164082527,0.08242389559745789,0
252,0.012954031117260456,0.11868171393871307,0
253,0.006635073572397232,0.11522835493087769,0
254,0.010767247527837753,0.10377396643161774,0
255,0.018402352929115295,0.0991654023528099,0
256,0.01008642092347145,0.11233903467655182,0
257,0.008810780942440033,0.13147105276584625,0
258,0.013236891478300095,0.07862609624862671,0
259,0.012729709967970848,0.1310221552848816,0
260,0.009367485530674458,0.15124422311782837,0
261,0.010403436608612537,0.10676701366901398,0
262,0.014123394154012203,0.06817897409200668,0
263,0.006967370864003897,0.09311385452747345,0
264,0.010882859118282795,0.15159428119659424,0
265,0.019438957795500755,0.08584923297166824,0
266,0.010803692042827606,0.14719870686531067,0
267,0.008295525796711445,0.05967675894498825,0
268,0.011269994080066681,0.03891431912779808,0
269,0.010346829891204834,0.04811597242951393,0
270,0.009048203006386757,0.11555688828229904,0
271,0.007622625678777695,0.08146864175796509,0
272,0.006486003752797842,0.13348661363124847,0
273,0.006786052603274584,0.09415965527296066,0
274,0.009515587240457535,0.14039334654808044,0
275,0.00931650772690773,0.11063038557767868,0
276,0.008770814165472984,0.12119888514280319,0
277,0.007737249601632357,0.15652665495872498,0
278,0.007321782875806093,0.12532581388950348,0
279,0.012515399605035782,0.12428518384695053,0
280,0.008564618416130543,0.10935180634260178,0
281,0.016732266172766685,0.10746461153030396,0
282,0.02708643674850464,0.0922258123755455,0
283,0.008489099331200123,0.13426561653614044,0
284,0.00925659853965044,0.0863741859793663,0
285,0.008699120953679085,0.1166340559720993,0
286,0.01069434080272913,0.10852035880088806,0
287,0.011609901674091816,0.13892757892608643,0
288,0.008895093575119972,0.0831688791513443,0
289,0.008334611542522907,0.12470167130231857,0
290,0.01363021694123745,0.09998910129070282,0
291,0.009149985387921333,0.1315755993127823,0
292,0.01636105217039585,0.0802375003695488,0
293,0.01907871663570404,0.0681295245885849,0
294,0.007540404796600342,0.06925341486930847,0
295,0.006649228744208813,0.1374036818742752,0
296,0.010293368250131607,0.14083941280841827,0
297,0.01284241583198309,0.1527515947818756,0
298,0.015035594813525677,0.06783821433782578,0
299,0.010055840946733952,0.07125665247440338,0
300,0.01696755923330784,0.08911499381065369,0
301,0.010873942635953426,0.06669635325670242,0
302,0.012674733996391296,0.08193133771419525,0
303,0.015225552953779697,0.08823388069868088,0
304,0.010505315847694874,0.0717814564704895,0
305,0.011125258170068264,0.08651193231344223,0
306,0.008303001523017883,0.07036619633436203,0
307,0.010741566307842731,0.15413297712802887,0
308,0.007046504877507687,0.08751005679368973,0
309,0.0074458373710513115,0.09292806684970856,0
310,0.009639222174882889,0.09111364930868149,0
311,0.0069073159247636795,0.0650661364197731,0
312,0.013391886837780476,0.07081379741430283,0
313,0.007242412306368351,0.16444721817970276,0
314,0.008632735349237919,0.1381375640630722,0
315,0.01260342076420784,0.08652158826589584,0
316,0.0074399844743311405,0.10166169703006744,0
317,0.011297847144305706,0.11869130283594131,0
318,0.012845287099480629,0.09986405074596405,0
319,0.009124190546572208,0.08557211607694626,0
320,0.011161130852997303,0.03280516341328621,0
321,0.01726032793521881,0.11274039000272751,0
322,0.009902272373437881,0.10169140994548798,0
323,0.007723116781562567,0.12147130072116852,0
324,0.01345947477966547,0.1190415546298027,0
325,0.013078803196549416,0.10415621101856232,0
326,0.0063484166748821735,0.08100171387195587,0
327,0.007782753556966782,0.056102532893419266,0
328,0.007206795737147331,0.12598101794719696,0
329,0.006560878362506628,0.11412126570940018,0
330,0.009552011266350746,0.11178334802389145,0
331,0.011968760751187801,0.15139812231063843,0
332,0.006304312497377396,0.13068434596061707,0
333,0.013093770481646061,0.13072295486927032,0
334,0.025664985179901123,0.1275324821472168,0
335,0.020393839105963707,0.10523562133312225,0
336,0.009983549825847149,0.07356222718954086,0
337,0.0074929180555045605,0.09219181537628174,0
338,0.008248195052146912,0.09491916000843048,0
339,0.017387736588716507,0.10176808387041092,0
340,0.014791828580200672,0.08460614085197449,0
341,0.011247945949435234,0.09306865185499191,0
342,0.013514503836631775,0.11231639236211777,0
343,0.02236766181886196,0.10278293490409851,0
344,0.009961840696632862,0.1281099021434784,0
345,0.011852058582007885,0.08737610280513763,0
346,0.011744718998670578,0.1597643792629242,0
347,0.012375300750136375,0.13301943242549896,0
348,0.012201168574392796,0.14340676367282867,0
349,0.01757284440100193,0.16082707047462463,0
350,0.008857174776494503,0.16735905408859253,0
351,0.008222849108278751,0.0957861915230751,0
352,0.014197677373886108,0.09654542058706284,0
353,0.012013956904411316,0.12832213938236237,0
354,0.010385865345597267,0.08446075022220612,0
355,0.009708558209240437,0.08928648382425308,0
356,0.0077918414026498795,0.09166828542947769,0
357,0.009439035318791866,0.11668514460325241,0
358,0.0076188500970602036,0.08108930289745331,0
359,0.013502245768904686,0.07855981588363647,0
360,0.008842059411108494,0.09539472311735153,0
361,0.007394268177449703,0.14594261348247528,0
362,0.007720929104834795,0.1384231150150299,0
363,0.011469135992228985,0.10446351021528244,0
364,0.0063773212023079395,0.11324216425418854,0
365,0.010522271506488323,0.03966503217816353,0
366,0.007688482757657766,0.11634647101163864,0
367,0.015227708034217358,0.09044555574655533,0
368,0.017120443284511566,0.08725448697805405,0
369,0.015610877424478531,0.07460036873817444,0
370,0.014529962092638016,0.10396427661180496,0
371,0.007258124183863401,0.11957110464572906,0
372,0.01030746940523386,0.1266007274389267,0
373,0.02427436038851738,0.10828908532857895,0
374,0.007503431756049395,0.11244875937700272,0
375,0.033146779984235764,0.08021502941846848,0
376,0.00923234038054943,0.14135606586933136,0
377,0.010608608834445477,0.06165027618408203,0
378,0.036992743611335754,0.05733706057071686,0
379,0.006839678157120943,0.12478835880756378,0
380,0.009756178595125675,0.10192988067865372,0
381,0.02162979170680046,0.0862448513507843,0
382,0.015232441946864128,0.12704288959503174,0
383,0.012153503485023975,0.0809488445520401,0
384,0.011457512155175209,0.1217760369181633,0
385,0.009963841177523136,0.08734071254730225,0
386,0.02378111705183983,0.08830256760120392,0
387,0.014291588217020035,0.13914479315280914,0
388,0.011928403750061989,0.06847815960645676,0
389,0.007861106656491756,0.07736992835998535,0
390,0.018837416544556618,0.11768463999032974,0
391,0.01167210005223751,0.0579833947122097,0
392,0.009409142658114433,0.06857490539550781,0
393,0.011201923713088036,0.0732887014746666,0
394,0.009408373385667801,0.06236983835697174,0
395,0.011046779341995716,0.0908619835972786,0
396,0.007684510201215744,0.08901316672563553,0
397,0.011193158105015755,0.16690947115421295,0
398,0.006226796656847,0.1315067857503891,0
399,0.012232926674187183,0.06545232981443405,0
400,0.009473595768213272,0.12874650955200195,0
401,0.008333946578204632,0.15915077924728394,0
402,0.012347741983830929,0.10350465774536133,0
403,0.009264345280826092,0.11218994855880737,0
404,0.008327744901180267,0.1401631236076355,0
405,0.008801724761724472,0.08189333230257034,0
406,0.010320358909666538,0.1299324333667755,0
407,0.017117232084274292,0.10799631476402283,0
408,0.023358380421996117,0.09243866801261902,0
409,0.009730102494359016,0.14321847259998322,0
410,0.027573389932513237,0.06428305804729462,0
411,0.008336891420185566,0.11570997536182404,0
412,0.019927339628338814,0.12740513682365417,0
413,0.010160933248698711,0.06970886886119843,0
414,0.015806427225470543,0.15597596764564514,0
415,0.011715017259120941,0.12437307834625244,0
416,0.0173051618039608,0.06550818681716919,0
417,0.011841905303299427,0.10230222344398499,0
418,0.009166941046714783,0.09888145327568054,0
419,0.01054441835731268,0.22273701429367065,0
420,0.008993864990770817,0.1329871565103531,0
421,0.017128005623817444,0.07373557239770889,0
422,0.009772714227437973,0.11279033124446869,0
423,0.009818324819207191,0.20761585235595703,0
424,0.010772956535220146,0.16000184416770935,0
425,0.021734138950705528,0.03471257537603378,0
426,0.01798943616449833,0.05368662253022194,0
427,0.009985186159610748,0.10935375839471817,0
428,0.005699584726244211,0.12601016461849213,0
429,0.01315336488187313,0.046336833387613297,0
430,0.008467139676213264,0.12349659204483032,0
431,0.009638885036110878,0.10990485548973083,0
432,0.015356875024735928,0.05883292108774185,0
433,0.007398444693535566,0.07795104384422302,0
434,0.025179842486977577,0.06904124468564987,0
435,0.017147067934274673,0.10681791603565216,0
436,0.012561563402414322,0.061259668320417404,0
437,0.009216247126460075,0.15024036169052124,0
438,0.009607858955860138,0.20882776379585266,0
439,0.010425028391182423,0.07748454809188843,0
440,0.010576359927654266,0.060935743153095245,0
441,0.013639140874147415,0.152272030711174,0
442,0.012215077877044678,0.0712725892663002,0
443,0.010324512608349323,0.14959263801574707,0
444,0.01534863468259573,0.10304753482341766,0
445,0.011229258961975574,0.07272513210773468,0
446,0.010633900761604309,0.1310986876487732,0
447,0.009912176057696342,0.19313260912895203,0
448,0.009432312101125717,0.06751572340726852,0
449,0.011322260834276676,0.09066282212734222,0
450,0.009498542174696922,0.07400206476449966,0
451,0.009029199369251728,0.09385306388139725,0
452,0.00812521856278181,0.12114283442497253,0
453,0.009104782715439796,0.09216049313545227,0
454,0.011594249866902828,0.15561628341674805,0
455,0.015932811424136162,0.0997234359383583,0
456,0.020108891651034355,0.08421414345502853,0
457,0.01462643500417471,0.09949752688407898,0
458,0.006103090941905975,0.11714444309473038,0
459,0.011744841933250427,0.0797056034207344,0
460,0.010279460810124874,0.17348283529281616,0
461,0.027212219312787056,0.08031193912029266,0
462,0.01877654157578945,0.10823989659547806,0
463,0.007248557638376951,0.1045394316315651,0
464,0.012342562898993492,0.12471161782741547,0
465,0.010670484974980354,0.1237550750374794,0
466,0.009531637653708458,0.18960435688495636,0
467,0.01700543612241745,0.10065894573926926,0
468,0.00913331937044859,0.14761148393154144,0
469,0.008521901443600655,0.11653272062540054,0
470,0.009417581371963024,0.15390262007713318,0
471,0.0071592144668102264,0.17619283497333527,0
472,0.009876945056021214,0.10679561644792557,0
473,0.00854185689240694,0.09357260912656784,0
474,0.00849597156047821,0.13041669130325317,0
475,0.0074209473095834255,0.11395524442195892,0
476,0.010314851067960262,0.11401896923780441,0
477,0.008643235079944134,0.12029105424880981,0
478,0.012986861169338226,0.10187526047229767,0
479,0.008896427229046822,0.10113637149333954,0
480,0.007298092823475599,0.15478304028511047,0
481,0.013616475276648998,0.09115970134735107,0
482,0.008375318720936775,0.0885162204504013,0
483,0.009186138398945332,0.09382502734661102,0
484,0.016223816201090813,0.1188187524676323,0
485,0.025975508615374565,0.12188003957271576,0
486,0.010146334767341614,0.1976352334022522,0
487,0.007825116626918316,0.15129923820495605,0
488,0.00901834201067686,0.11543116718530655,0
489,0.011202421970665455,0.1548125296831131,0
490,0.02638283185660839,0.08864156901836395,0
491,0.01456623524427414,0.16323000192642212,0
492,0.009058310650289059,0.09884396940469742,0
493,0.008361891843378544,0.10105717927217484,0
494,0.0125839002430439,0.1358145922422409,0
495,0.013643919490277767,0.12048906087875366,0
496,0.04802559316158295,0.07654331624507904,0
497,0.009569957852363586,0.1329888105392456,0
498,0.025152506306767464,0.076753169298172,0
499,0.00837301928550005,0.1291780173778534,0
500,0.0066960821859538555,0.14334140717983246,0
501,0.014523259364068508,0.1128607988357544,0
502,0.03395679220557213,0.08163410425186157,0
503,0.014480048790574074,0.1251232773065567,0
504,0.008706594817340374,0.12294013053178787,0
505,0.009452670812606812,0.12067879736423492,0
506,0.008020210079848766,0.16905012726783752,0
507,0.010554656386375427,0.11109686642885208,0
508,0.009684731252491474,0.13350661098957062,0
509,0.006905678194016218,0.16392941772937775,0
510,0.008791996166110039,0.0857146605849266,0
511,0.008037421852350235,0.12052670866250992,0
512,0.008868242613971233,0.14467012882232666,0
513,0.011924665421247482,0.12005414813756943,0
514,0.011459369212388992,0.09698912501335144,0
515,0.010107893496751785,0.1324663758277893,0
516,0.008149329572916031,0.13072988390922546,0
517,0.00950605794787407,0.17194677889347076,0
518,0.00862405076622963,0.12109324336051941,0
519,0.015457565896213055,0.04178892821073532,0
520,0.009151416830718517,0.1043694019317627,0
521,0.012743387371301651,0.07983476668596268,0
522,0.012412488460540771,0.11514129489660263,0
523,0.00693327933549881,0.08579333126544952,0
524,0.007267141714692116,0.08429350703954697,0
525,0.01068882830440998,0.06446146219968796,0
526,0.011015991680324078,0.10519012808799744,0
527,0.006319270934909582,0.14875386655330658,0
528,0.007925695739686489,0.1383112519979477,0
529,0.006538222078233957,0.12760695815086365,0
530,0.008958420716226101,0.09593160450458527,0
531,0.009190377779304981,0.1327611356973648,0
532,0.008933263830840588,0.048803433775901794,0
533,0.008800849318504333,0.06716307997703552,0
534,0.007697310298681259,0.14169608056545258,0
535,0.007381165865808725,0.12590248882770538,0
536,0.007623542100191116,0.1256980299949646,0
537,0.01824061945080757,0.13657955825328827,0
538,0.00922343134880066,0.0918947085738182,0
539,0.017555678263306618,0.07388760149478912,0
540,0.01002324279397726,0.06821504235267639,0
541,0.011020822450518608,0.12167578935623169,0
542,0.008211708627641201,0.10498126596212387,0
543,0.007311285939067602,0.137888103723526,0
544,0.009795375168323517,0.09649819135665894,0
545,0.01093080174177885,0.05988113582134247,0
546,0.014612849801778793,0.14691755175590515,0
547,0.008135500364005566,0.12808462977409363,0
548,0.009213096462190151,0.1419898122549057,0
549,0.009647822938859463,0.08936616778373718,0
550,0.008215801790356636,0.044647496193647385,0
551,0.007794713601469994,0.1223195493221283,0
552,0.008998050354421139,0.12895113229751587,0
553,0.010421155951917171,0.11325009167194366,0
554,0.008463065139949322,0.08031980693340302,0
555,0.008756596595048904,0.08607577532529831,0
556,0.0148142259567976,0.09148593991994858,0
557,0.015968307852745056,0.10290316492319107,0
558,0.006113049108535051,0.10156767070293427,0
559,0.008347893133759499,0.12926259636878967,0
560,0.016239861026406288,0.09832436591386795,0
561,0.00819455087184906,0.11679907143115997,0
562,0.008070375770330429,0.0799299031496048,0
563,0.007846775464713573,0.0858614593744278,0
564,0.011866869404911995,0.11832743883132935,0
565,0.01676451787352562,0.05976482108235359,0
566,0.03279997035861015,0.08577752858400345,0
567,0.009756742976605892,0.11535750329494476,0
568,0.01197962649166584,0.1409042477607727,0
569,0.015665709972381592,0.07723633944988251,0
570,0.008629641495645046,0.1083448976278305,0
571,0.012325271032750607,0.0828748345375061,0
572,0.011826125904917717,0.08283408731222153,0
573,0.007734179031103849,0.1123529002070427,0
574,0.015784915536642075,0.11401974409818649,0
575,0.01193136814981699,0.09866829216480255,0
576,0.025519687682390213,0.09070413559675217,0
577,0.020783888176083565,0.08339199423789978,0
578,0.007860943675041199,0.13947246968746185,0
579,0.021133629605174065,0.07901189476251602,0
580,0.008051088079810143,0.0741034671664238,0
581,0.008274990133941174,0.1337934136390686,0
582,0.0071515413001179695,0.06025484576821327,0
583,0.012294369749724865,0.09714186191558838,0
584,0.01082342118024826,0.16133752465248108,0
585,0.013838713988661766,0.10845997184515,0
586,0.011242369189858437,0.08796350657939911,0
587,0.01635529287159443,0.09824660420417786,0
588,0.010173889808356762,0.1119527742266655,0
589,0.007551130838692188,0.09024766832590103,0
590,0.011992503888905048,0.1633148193359375,0
591,0.01190717238932848,0.08746888488531113,0
592,0.009114696644246578,0.1063203364610672,0
593,0.012181425467133522,0.17789679765701294,0
594,0.01052762195467949,0.1411614567041397,0
595,0.01150563731789589,0.06929327547550201,0
596,0.014390640892088413,0.047653380781412125,0
597,0.00795309990644455,0.08331774920225143,0
598,0.006980303209275007,0.20254969596862793,0
599,0.01158453430980444,0.15434597432613373,0
600,0.012676877900958061,0.10904143750667572,0
601,0.012366642244160175,0.08080823719501495,0
602,0.010082189925014973,0.12077070772647858,0
603,0.007745762821286917,0.0903468132019043,0
604,0.009601995348930359,0.11696122586727142,0
605,0.016334474086761475,0.11450570076704025,0
606,0.009901945479214191,0.16739530861377716,0
607,0.009735914878547192,0.10510048270225525,0
608,0.008780399337410927,0.08272278308868408,0
609,0.014775028452277184,0.06463635712862015,0
610,0.010191014036536217,0.08604952692985535,0
611,0.006309240125119686,0.09556189924478531,0
612,0.006106874439865351,0.11595764756202698,0
613,0.011681864969432354,0.22862014174461365,0
614,0.012868289835751057,0.04180215671658516,0
615,0.009347505867481232,0.10739020258188248,0
616,0.018666859716176987,0.08686963468790054,0
617,0.008715374395251274,0.10729609429836273,0
618,0.0064324792474508286,0.10775686055421829,0
619,0.009348137304186821,0.11112688481807709,0
620,0.011417349800467491,0.14452965557575226,0
621,0.010022888891398907,0.09754157066345215,0
622,0.011198652908205986,0.12783782184123993,0
623,0.010403814725577831,0.15572062134742737,0
624,0.00807206705212593,0.07174991071224213,0
625,0.015955274924635887,0.08089057356119156,0
626,0.012389503419399261,0.09684587270021439,0
627,0.010073861107230186,0.11882051825523376,0
628,0.010390379466116428,0.12375232577323914,0
629,0.016832362860441208,0.04873417690396309,0
630,0.013599511235952377,0.11464820802211761,0
631,0.010273062624037266,0.13056586682796478,0
632,0.016667194664478302,0.12205277383327484,0
633,0.017691805958747864,0.0860341489315033,0
