sent=1 sample=0 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=1 ||| proposal=-8.74103 ||| joint=-138.403
sent=1 sample=2 ||| proposal=-1.71761 ||| joint=-133.866
sent=1 sample=3 ||| proposal=-10.9729 ||| joint=-142.063
sent=1 sample=4 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=5 ||| proposal=-1.71761 ||| joint=-133.866
sent=1 sample=6 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=7 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=8 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=9 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=10 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=11 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=12 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=13 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=14 ||| proposal=-1.71761 ||| joint=-133.866
sent=1 sample=15 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=16 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=17 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=18 ||| proposal=-7.15154 ||| joint=-136.914
sent=1 sample=19 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=20 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=21 ||| proposal=-1.71761 ||| joint=-133.866
sent=1 sample=22 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=23 ||| proposal=-7.69162 ||| joint=-151.922
sent=1 sample=24 ||| proposal=-1.71761 ||| joint=-133.866
sent=1 sample=25 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=26 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=27 ||| proposal=-1.71761 ||| joint=-133.866
sent=1 sample=28 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=29 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=30 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=31 ||| proposal=-0.350734 ||| joint=-131.904
sent=1 sample=32 ||| proposal=-1.71761 ||| joint=-133.866
