sent=1 sample=0 ||| proposal=-0.00288582 ||| joint=-59.6851
sent=11 sample=63 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=64 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=65 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=66 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=67 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=68 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=69 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=70 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=71 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=72 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=73 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=74 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=75 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=76 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=77 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=78 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=79 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=80 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=81 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=82 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=83 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=84 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=85 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=86 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=87 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=88 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=89 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=90 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=91 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=92 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=93 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=94 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=95 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=96 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=97 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=98 ||| proposal=-0.0103817 ||| joint=-57.9879
sent=11 sample=99 ||| proposal=-0.0103817 ||| joint=-57.9879
prob: -57.9775183 (len=7)
sent=12 sample=0 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=1 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=2 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=3 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=4 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=5 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=6 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=7 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=8 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=9 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=10 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=11 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=12 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=13 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=14 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=15 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=16 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=17 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=18 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=19 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=20 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=21 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=22 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=23 ||| proposal=-6.2583 ||| joint=-69.1767
sent=12 sample=24 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=25 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=26 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=27 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=28 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=29 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=30 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=31 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=32 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=33 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=34 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=35 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=36 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=37 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=38 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=39 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=40 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=41 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=42 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=43 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=44 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=45 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=46 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=47 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=48 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=49 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=50 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=51 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=52 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=53 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=54 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=55 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=56 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=57 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=58 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=59 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=60 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=61 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=62 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=63 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=64 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=65 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=66 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=67 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=68 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=69 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=70 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=71 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=72 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=73 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=74 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=75 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=76 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=77 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=78 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=79 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=80 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=81 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=82 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=83 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=84 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=85 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=86 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=87 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=88 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=89 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=90 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=91 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=92 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=93 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=94 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=95 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=96 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=97 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=98 ||| proposal=-0.00860023 ||| joint=-58.9281
sent=12 sample=99 ||| proposal=-0.00860023 ||| joint=-58.9281
prob: -58.9293649129729 (len=7)
sent=13 sample=0 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=1 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=2 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=3 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=4 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=5 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=6 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=7 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=8 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=9 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=10 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=11 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=12 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=13 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=14 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=15 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=16 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=17 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=18 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=19 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=20 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=21 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=22 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=23 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=24 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=25 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=26 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=27 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=28 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=29 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=30 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=31 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=32 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=33 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=34 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=35 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=36 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=37 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=38 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=39 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=40 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=41 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=42 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=43 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=44 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=45 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=46 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=47 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=48 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=49 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=50 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=51 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=52 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=53 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=54 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=55 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=56 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=57 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=58 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=59 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=60 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=61 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=62 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=63 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=64 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=65 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=66 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=67 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=68 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=69 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=70 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=71 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=72 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=73 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=74 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=75 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=76 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=77 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=78 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=79 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=80 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=81 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=82 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=83 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=84 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=85 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=86 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=87 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=88 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=89 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=90 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=91 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=92 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=93 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=94 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=95 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=96 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=97 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=98 ||| proposal=-0.00339031 ||| joint=-63.2398
sent=13 sample=99 ||| proposal=-0.00339031 ||| joint=-63.2398
prob: -63.23640969 (len=7)
sent=14 sample=0 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=1 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=2 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=3 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=4 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=5 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=6 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=7 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=8 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=9 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=10 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=11 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=12 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=13 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=14 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=15 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=16 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=17 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=18 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=19 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=20 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=21 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=22 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=23 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=24 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=25 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=26 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=27 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=28 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=29 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=30 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=31 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=32 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=33 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=34 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=35 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=36 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=37 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=38 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=39 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=40 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=41 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=42 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=43 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=44 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=45 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=46 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=47 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=48 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=49 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=50 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=51 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=52 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=53 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=54 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=55 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=56 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=57 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=58 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=59 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=60 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=61 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=62 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=63 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=64 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=65 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=66 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=67 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=68 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=69 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=70 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=71 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=72 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=73 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=74 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=75 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=76 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=77 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=78 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=79 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=80 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=81 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=82 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=83 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=84 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=85 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=86 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=87 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=88 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=89 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=90 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=91 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=92 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=93 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=94 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=95 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=96 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=97 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=98 ||| proposal=-0.00251102 ||| joint=-62.2573
sent=14 sample=99 ||| proposal=-0.00251102 ||| joint=-62.2573
prob: -62.25478898 (len=7)
sent=15 sample=0 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=1 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=2 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=3 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=4 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=5 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=6 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=7 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=8 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=9 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=10 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=11 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=12 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=13 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=14 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=15 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=16 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=17 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=18 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=19 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=20 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=21 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=22 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=23 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=24 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=25 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=26 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=27 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=28 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=29 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=30 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=31 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=32 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=33 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=34 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=35 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=36 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=37 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=38 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=39 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=40 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=41 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=42 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=43 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=44 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=45 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=46 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=47 ||| proposal=-0.00338173 ||| joint=-67.8949
sent=15 sample=48 ||| proposal=-0.00338173 ||| joint=-67.8949
