sent=1 sample=0 ||| proposal=-0.00288582 ||| joint=-59.6851
sent=127 sample=56 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=57 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=58 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=59 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=60 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=61 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=62 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=63 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=64 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=65 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=66 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=67 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=68 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=69 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=70 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=71 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=72 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=73 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=74 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=75 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=76 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=77 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=78 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=79 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=80 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=81 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=82 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=83 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=84 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=85 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=86 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=87 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=88 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=89 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=90 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=91 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=92 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=93 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=94 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=95 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=96 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=97 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=98 ||| proposal=-0.00334644 ||| joint=-44.3154
sent=127 sample=99 ||| proposal=-0.00334644 ||| joint=-44.3154
prob: -44.31205356 (len=7)
sent=128 sample=0 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=1 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=2 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=3 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=4 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=5 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=6 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=7 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=8 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=9 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=10 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=11 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=12 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=13 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=14 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=15 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=16 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=17 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=18 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=19 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=20 ||| proposal=-9.68157 ||| joint=-57.1441
sent=128 sample=21 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=22 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=23 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=24 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=25 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=26 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=27 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=28 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=29 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=30 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=31 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=32 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=33 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=34 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=35 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=36 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=37 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=38 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=39 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=40 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=41 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=42 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=43 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=44 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=45 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=46 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=47 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=48 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=49 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=50 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=51 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=52 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=53 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=54 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=55 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=56 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=57 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=58 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=59 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=60 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=61 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=62 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=63 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=64 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=65 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=66 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=67 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=68 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=69 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=70 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=71 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=72 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=73 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=74 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=75 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=76 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=77 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=78 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=79 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=80 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=81 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=82 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=83 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=84 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=85 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=86 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=87 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=88 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=89 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=90 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=91 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=92 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=93 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=94 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=95 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=96 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=97 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=98 ||| proposal=-0.00248432 ||| joint=-45.115
sent=128 sample=99 ||| proposal=-0.00248432 ||| joint=-45.115
prob: -45.1216031684637 (len=7)
sent=129 sample=0 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=1 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=2 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=3 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=4 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=5 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=6 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=7 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=8 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=9 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=10 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=11 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=12 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=13 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=14 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=15 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=16 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=17 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=18 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=19 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=20 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=21 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=22 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=23 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=24 ||| proposal=-11.0771 ||| joint=-83.7755
sent=129 sample=25 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=26 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=27 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=28 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=29 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=30 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=31 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=32 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=33 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=34 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=35 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=36 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=37 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=38 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=39 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=40 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=41 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=42 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=43 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=44 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=45 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=46 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=47 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=48 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=49 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=50 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=51 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=52 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=53 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=54 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=55 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=56 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=57 ||| proposal=-6.64983 ||| joint=-68.058
sent=129 sample=58 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=59 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=60 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=61 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=62 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=63 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=64 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=65 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=66 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=67 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=68 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=69 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=70 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=71 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=72 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=73 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=74 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=75 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=76 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=77 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=78 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=79 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=80 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=81 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=82 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=83 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=84 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=85 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=86 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=87 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=88 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=89 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=90 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=91 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=92 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=93 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=94 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=95 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=96 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=97 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=98 ||| proposal=-0.00507927 ||| joint=-51.7633
sent=129 sample=99 ||| proposal=-0.00507927 ||| joint=-51.7633
prob: -51.7784227798724 (len=7)
sent=130 sample=0 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=1 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=2 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=3 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=4 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=5 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=6 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=7 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=8 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=9 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=10 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=11 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=12 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=13 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=14 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=15 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=16 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=17 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=18 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=19 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=20 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=21 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=22 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=23 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=24 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=25 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=26 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=27 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=28 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=29 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=30 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=31 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=32 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=33 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=34 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=35 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=36 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=37 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=38 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=39 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=40 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=41 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=42 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=43 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=44 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=45 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=46 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=47 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=48 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=49 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=50 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=51 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=52 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=53 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=54 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=55 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=56 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=57 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=58 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=59 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=60 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=61 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=62 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=63 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=64 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=65 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=66 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=67 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=68 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=69 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=70 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=71 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=72 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=73 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=74 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=75 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=76 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=77 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=78 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=79 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=80 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=81 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=82 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=83 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=84 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=85 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=86 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=87 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=88 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=89 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=90 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=91 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=92 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=93 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=94 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=95 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=96 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=97 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=98 ||| proposal=-0.00413895 ||| joint=-52.2781
sent=130 sample=99 ||| proposal=-0.00413895 ||| joint=-52.2781
prob: -52.27396105 (len=7)
sent=131 sample=0 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=1 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=2 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=3 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=4 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=5 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=6 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=7 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=8 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=9 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=10 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=11 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=12 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=13 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=14 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=15 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=16 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=17 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=18 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=19 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=20 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=21 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=22 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=23 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=24 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=25 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=26 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=27 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=28 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=29 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=30 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=31 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=32 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=33 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=34 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=35 ||| proposal=-6.85905 ||| joint=-61.8544
sent=131 sample=36 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=37 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=38 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=39 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=40 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=41 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=42 ||| proposal=-0.00455189 ||| joint=-55.6833
sent=131 sample=43 ||| proposal=-0.00455189 ||| joint=-55.6833
